110	2
110	7
110	8
110	9
110	10
110	11
110	12
110	15
110	17
110	30
110	35
110	41
110	43
110	45
110	48
110	52
110	53
110	59
110	71
110	72
110	79
110	87
110	90
110	95
110	100
111	9
111	10
111	13
111	17
111	22
111	27
111	45
111	49
111	52
111	59
111	64
111	66
111	68
111	72
111	76
111	79
111	87
111	90
111	104
111	106
112	8
112	9
112	11
112	13
112	23
112	42
112	45
112	46
112	52
112	77
112	79
112	87
112	90
112	106
113	7
113	9
113	10
113	11
113	46
113	52
113	59
113	77
113	79
113	80
113	90
113	99
114	9
114	45
114	52
114	53
114	57
114	59
114	64
114	77
114	79
114	83
114	87
114	91
114	93
114	99
115	7
115	16
115	52
115	79
115	90
116	9
116	10
116	17
116	52
116	59
116	79
116	90
116	99
117	4
117	7
117	79
117	99
118	9
118	13
118	14
118	17
118	18
118	25
118	34
118	52
118	69
118	70
118	92
118	94
119	4
119	6
119	9
119	11
119	28
119	40
119	43
119	52
119	67
119	90
119	98
119	99
120	11
120	59
121	17
121	40
121	47
121	52
121	56
121	57
121	59
121	76
121	80
121	90
121	91
121	100
122	4
122	9
122	17
122	40
122	43
122	64
122	79
122	100
123	4
123	9
123	10
123	13
123	17
123	26
123	43
123	59
123	77
123	80
123	99
123	100
124	6
124	13
124	17
124	42
124	44
124	57
124	80
124	90
124	91
124	99
125	7
125	13
125	17
125	28
125	29
125	43
125	77
125	79
125	80
125	81
125	90
126	9
127	52
127	64
128	4
128	6
128	7
128	9
128	10
128	13
128	25
128	34
128	42
128	58
128	59
128	76
128	79
128	90
128	91
128	99
128	105
128	107
129	13
130	65
131	29
131	76
132	7
132	9
132	17
132	45
132	46
132	52
132	59
132	80
132	81
132	87
133	9
133	19
133	22
133	28
133	45
133	52
133	66
133	67
133	72
133	77
133	86
133	87
134	0
134	17
134	29
134	45
134	47
134	53
134	87
135	9
135	17
135	19
135	22
135	28
135	36
135	43
135	66
135	68
135	72
135	77
135	83
135	86
135	99
136	6
136	12
136	17
136	28
136	49
136	52
136	82
136	91
136	99
136	101
137	11
137	43
137	46
137	53
137	66
137	67
137	72
137	79
138	7
138	9
138	83
139	9
139	10
139	17
139	28
139	59
139	99
140	59
140	99
140	105
141	64
142	0
142	7
142	9
142	11
142	15
142	17
142	25
142	40
142	43
142	52
142	59
142	75
142	79
142	90
142	91
142	99
142	100
143	9
143	25
143	65
143	79
143	91
143	99
144	9
144	45
144	53
144	79
145	0
145	6
145	7
145	8
145	9
145	11
145	17
145	25
145	27
145	43
145	47
145	52
145	57
145	78
145	79
145	80
145	90
145	99
145	100
145	106
145	107
146	42
146	59
146	102
147	0
147	6
147	7
147	8
147	9
147	11
147	17
147	25
147	43
147	52
147	57
147	65
147	79
147	90
147	99
147	100
147	101
147	107
148	0
148	4
148	7
148	9
148	13
148	43
148	52
148	79
148	80
148	90
148	91
148	99
148	104
148	107
149	11
149	45
149	46
150	0
150	5
150	7
150	9
150	19
150	22
150	66
150	67
150	72
150	80
150	90
150	99
151	0
151	5
151	9
151	19
151	66
151	72
151	80
151	99
152	0
152	9
152	11
152	13
152	25
152	40
152	42
152	43
152	49
152	52
152	53
152	57
152	85
152	96
153	40
154	5
154	7
154	9
154	11
155	28
155	43
156	4
156	9
156	10
156	29
156	40
156	43
156	46
156	50
156	59
156	83
156	84
156	90
156	99
156	104
157	10
157	13
157	17
157	29
157	43
157	45
157	46
157	53
157	80
157	100
158	9
158	10
158	29
158	35
158	43
158	52
158	79
158	90
158	99
158	100
158	104
159	29
159	40
159	55
159	58
159	77
159	84
160	9
160	52
160	54
160	57
160	59
160	90
160	105
161	6
161	7
161	9
161	17
161	37
161	44
161	49
161	52
161	54
161	57
161	76
161	80
161	90
161	91
161	105
162	7
162	17
162	28
162	29
162	43
162	45
162	59
162	64
162	80
162	104
163	7
163	17
163	28
163	29
163	43
163	45
163	46
163	63
163	64
163	90
164	4
164	9
164	28
164	45
164	52
164	80
164	104
165	7
165	67
165	72
165	80
166	7
166	9
166	11
166	17
166	40
166	45
166	52
166	59
166	90
166	92
167	9
167	17
167	43
167	52
167	59
167	77
167	79
167	90
167	92
168	3
168	11
168	29
168	45
168	53
168	59
168	76
168	90
168	99
168	109
169	6
169	9
169	10
169	13
169	28
169	40
169	53
169	59
170	9
170	35
170	65
170	99
171	7
171	27
171	67
172	9
172	13
172	17
172	25
172	26
172	81
173	6
173	7
173	9
173	13
173	17
173	34
173	43
173	45
173	52
173	53
173	79
173	81
173	90
173	99
174	1
174	4
174	28
174	42
174	49
174	52
174	53
174	66
174	67
174	73
174	81
174	83
174	91
174	99
175	52
175	53
175	81
175	90
175	93
176	79
177	58
178	9
178	17
178	29
178	31
178	43
178	52
178	54
178	58
178	59
178	64
178	99
178	105
179	9
179	17
179	40
179	54
179	58
179	64
179	90
180	7
180	9
180	11
180	25
180	35
180	52
180	59
180	60
180	75
180	79
180	91
180	99
180	104
181	7
181	9
181	11
181	15
181	25
181	40
181	52
181	59
181	75
181	79
181	99
182	7
182	11
182	17
182	24
182	40
182	52
182	53
182	59
182	75
182	77
182	79
182	99
182	101
183	0
183	6
183	7
183	9
183	17
183	26
183	42
183	44
183	52
183	61
183	77
183	80
183	87
183	91
183	97
183	99
184	7
184	15
184	38
184	45
184	52
184	59
184	99
185	0
185	6
185	7
185	9
185	10
185	12
