185	26
185	32
185	52
185	80
185	90
185	99
186	7
186	79
186	94
186	109
187	13
188	7
188	9
188	17
188	25
188	29
188	35
188	37
188	40
188	44
188	49
188	52
188	54
188	55
188	58
188	79
188	80
188	90
188	91
189	40
189	47
189	65
190	11
190	59
191	9
191	42
191	49
191	51
191	52
191	74
191	80
191	83
192	3
192	9
192	11
192	13
192	15
192	19
192	22
192	34
192	40
192	52
192	66
192	67
192	68
192	72
192	73
192	79
192	80
192	86
192	90
192	99
192	100
192	106
192	107
193	0
193	43
193	74
194	13
194	52
194	90
194	106
195	4
195	7
195	15
195	45
195	52
195	67
195	77
195	87
195	90
195	91
195	99
196	0
196	6
196	7
196	9
196	10
196	13
196	17
196	18
196	19
196	22
196	28
196	29
196	43
196	45
196	46
196	57
196	59
196	66
196	67
196	68
196	72
196	73
196	76
196	79
196	80
196	86
196	87
196	90
196	99
196	100
196	104
197	0
197	6
197	7
197	9
197	10
197	12
197	13
197	18
197	19
197	22
197	28
197	29
197	45
197	59
197	66
197	67
197	68
197	72
197	73
197	80
197	86
197	87
197	90
197	100
197	104
198	0
198	6
198	9
198	17
198	19
198	22
198	25
198	26
198	43
198	44
198	45
198	46
198	49
198	53
198	65
198	66
198	72
198	73
198	79
198	80
198	83
198	87
198	88
198	90
198	99
198	100
198	103
199	0
199	9
199	11
199	17
199	52
199	59
199	90
199	99
200	6
200	9
200	13
200	17
200	28
200	34
200	45
200	53
200	79
200	80
200	87
200	90
200	99
201	6
201	9
201	13
201	28
201	42
201	43
201	45
201	59
201	76
201	79
201	80
201	87
201	90
201	99
201	106
202	9
202	13
202	34
202	45
202	87
202	90
202	108
203	9
203	17
203	28
203	29
203	64
203	80
203	90
203	100
204	6
204	7
204	8
204	9
204	11
204	13
204	17
204	29
204	40
204	45
204	49
204	67
204	79
204	83
204	87
204	90
204	99
204	104
204	105
205	4
205	6
205	9
205	11
205	13
205	83
205	90
205	99
206	7
206	9
206	13
206	17
206	40
206	42
206	45
206	59
206	79
206	87
206	90
206	99
206	100
207	13
207	17
207	45
207	52
207	77
207	87
207	90
207	99
208	4
209	67
209	72
210	19
210	22
210	49
210	66
210	67
210	72
211	4
211	13
211	17
211	20
211	36
211	40
211	52
211	67
211	68
211	76
211	79
211	90
211	99
212	7
212	13
212	15
212	17
212	20
212	28
212	40
212	42
212	43
212	45
212	49
212	52
212	59
212	66
212	67
212	68
212	72
212	76
212	77
212	90
212	99
212	104
213	0
213	6
213	7
213	13
213	20
213	25
213	40
213	42
213	43
213	52
213	67
213	72
213	74
213	76
213	77
213	79
213	94
213	99
213	104
214	59
214	99
215	59
215	99
216	11
216	59
217	45
217	59
217	101
218	9
218	42
218	77
219	7
219	13
219	17
219	19
219	22
219	45
219	52
219	66
219	67
219	72
219	86
220	13
220	17
220	35
220	52
220	53
220	67
220	79
220	90
220	105
221	13
221	35
221	59
221	67
221	72
221	90
221	99
222	6
222	13
222	17
222	22
222	67
222	77
222	80
222	90
222	91
223	13
223	43
223	45
223	49
223	53
223	67
223	77
223	99
223	105
224	9
224	13
225	52
226	6
226	52
226	67
226	79
226	91
226	99
227	0
227	6
227	7
227	9
227	13
227	17
227	52
227	59
227	77
227	90
227	91
227	99
228	17
228	42
228	52
228	64
228	80
228	90
229	49
229	52
229	53
230	9
230	45
230	52
230	53
230	58
230	59
231	45
231	53
231	59
232	45
232	49
232	58
232	65
232	91
233	4
233	7
233	17
233	28
233	29
233	45
233	49
233	57
234	7
234	19
234	22
234	42
234	45
234	52
234	64
234	66
234	67
234	68
234	72
234	79
234	87
235	40
235	45
235	99
236	40
236	89
237	1
237	49
237	53
237	79
238	4
239	7
239	25
239	53
239	91
239	107
240	45
240	99
240	101
241	19
241	67
241	68
241	72
242	15
242	90
242	99
243	10
243	17
243	45
243	99
243	101
244	7
244	26
244	99
244	101
245	0
245	26
245	80
245	90
245	99
246	11
246	15
246	22
246	66
246	67
246	72
246	80
247	11
247	42
248	11
248	21
248	42
248	52
249	13
249	40
250	19
250	22
250	53
250	66
250	67
250	72
250	73
250	79
250	91
251	81
252	19
252	22
252	67
252	72
252	81
253	17
253	65
253	79
254	13
254	15
254	25
254	40
254	43
254	45
254	79
254	80
254	87
254	99
255	52
256	7
256	52
256	75
256	79
257	11
257	22
257	66
257	67
257	72
258	53
258	82
259	90
260	7
260	13
260	17
260	28
260	42
260	45
260	49
260	52
260	87
260	100
261	6
261	19
261	66
261	67
261	72
262	61
263	53
264	67
265	65
266	93
267	66
267	67
267	72
268	42
269	49
269	53
269	79
269	81
269	93
269	99
269	109
270	11
270	19
270	22
270	66
270	67
270	72
271	7
271	17
271	52
271	81
271	90
272	42
272	79
272	90
272	93
272	99
273	3
273	90
273	93
274	7
274	39
275	100
276	79
277	53
277	79
277	91
278	79
279	49
280	90
281	40
281	59
282	42
282	79
282	109
283	42
284	79
285	53
286	64
287	99
288	79
288	99
289	53
290	53
291	61
292	53
293	65
294	53
295	53
296	53
297	79
298	53
298	79
299	53
299	79
300	53
301	35
302	61
303	53
303	79
304	79
305	53
305	79
305	99
306	53
307	79
308	53
308	79
309	53
310	7
311	53
311	79
312	7
312	53
312	79
313	6
313	7
313	28
313	52
313	82
313	99
314	87
315	40
316	53
317	23
318	61
319	4
319	9
319	10
319	11
319	29
319	35
319	36
319	52
319	56
319	58
319	59
319	61
319	62
319	76
319	79
320	9
320	45
320	58
321	53
322	0
322	4
322	9
322	17
322	52
322	64
322	76
322	79
322	100
322	108
323	0
323	7
323	9
323	10
323	17
323	33
323	59
323	65
323	81
323	90
323	92
323	99
324	7
324	52
324	99
30	2
41	2
41	30
48	2
48	30
48	41
66	22
69	14
70	14
70	69
71	2
71	30
71	41
71	48
88	69
95	2
95	30
95	41
95	48
95	71
96	85
103	88
147	145
187	129
190	120
197	196
198	196
201	196
212	196
215	214
216	120
216	190
238	208
255	225
265	130
276	176
278	176
278	276
280	259
283	268
284	176
284	276
284	278
285	263
286	141
289	263
289	285
290	263
290	285
290	289
291	262
292	263
292	285
292	289
292	290
293	130
293	265
294	263
294	285
294	289
294	290
294	292
295	263
295	285
295	289
295	290
295	292
295	294
296	263
296	285
296	289
296	290
296	292
296	294
296	295
297	176
297	276
297	278
297	284
299	298
300	263
300	285
300	289
300	290
300	292
300	294
300	295
300	296
302	262
302	291
303	298
303	299
304	176
304	276
304	278
304	284
304	297
306	263
306	285
306	289
306	290
306	292
306	294
306	295
306	296
306	300
307	176
307	276
307	278
307	284
307	297
307	304
308	298
308	299
308	303
309	263
309	285
309	289
309	290
309	292
309	294
309	295
309	296
309	300
309	306
311	298
311	299
311	303
311	308
315	153
316	263
316	285
316	289
316	290
316	292
316	294
316	295
316	296
316	300
316	306
316	309
318	262
318	291
318	302
321	263
321	285
321	289
321	290
321	292
321	294
321	295
321	296
321	300
321	306
321	309
321	316
